,Date,CLOSE_PRICE,VOLUME,SYMBOL
0,2022-10-28,53.7,226961882,TWTR
1,2022-10-21,49.89,119363153,TWTR
2,2022-10-14,50.45,74444265,TWTR
3,2022-10-07,49.18,240992098,TWTR
4,2022-09-30,43.84,80150194,TWTR
5,2022-09-23,41.58,37066565,TWTR
6,2022-09-16,41.45,66066495,TWTR
7,2022-09-09,42.19,48486959,TWTR
8,2022-09-02,38.63,49675385,TWTR
9,2022-08-26,40.46,71572040,TWTR
10,2022-08-19,43.99,37384183,TWTR
11,2022-08-12,44.26,46059956,TWTR
12,2022-08-05,42.52,50905588,TWTR
13,2022-07-29,41.61,56572268,TWTR
14,2022-07-22,39.84,103184148,TWTR
15,2022-07-15,37.74,180827364,TWTR
16,2022-07-08,36.81,56070080,TWTR
17,2022-07-01,38.23,33824420,TWTR
18,2022-06-24,39.41,52151752,TWTR
19,2022-06-17,37.78,85722833,TWTR
20,2022-06-10,38.98,75734567,TWTR
21,2022-06-03,40.16,52662206,TWTR
22,2022-05-27,40.17,99285337,TWTR
23,2022-05-20,38.29,176949388,TWTR
24,2022-05-13,40.72,225851235,TWTR
25,2022-05-06,49.8,169475090,TWTR
26,2022-04-29,49.02,432193864,TWTR
27,2022-04-22,48.93,488482823,TWTR
28,2022-04-14,45.08,481783071,TWTR
29,2022-04-08,46.23,847910538,TWTR
30,2022-04-01,39.31,73225521,TWTR
31,2022-03-25,38.6,88220627,TWTR
32,2022-03-18,37.77,123725525,TWTR
33,2022-03-11,33.0,81412111,TWTR
34,2022-03-04,33.39,90495017,TWTR
35,2022-02-25,35.29,69844165,TWTR
36,2022-02-18,34.32,86028901,TWTR
37,2022-02-11,35.84,136106025,TWTR
38,2022-02-04,36.94,107562498,TWTR
39,2022-01-28,35.27,103522639,TWTR
40,2022-01-21,34.82,77893333,TWTR
41,2022-01-14,38.44,69009865,TWTR
42,2022-01-07,39.67,89161725,TWTR
43,2021-12-31,43.22,50492906,TWTR
44,2021-12-23,44.16,40969233,TWTR
45,2021-12-17,43.07,80068445,TWTR
46,2021-12-10,45.56,106043278,TWTR
47,2021-12-03,42.07,192553914,TWTR
48,2021-11-26,47.07,64124514,TWTR
49,2021-11-19,48.4,98213884,TWTR
50,2021-11-12,52.25,67538394,TWTR
51,2021-11-05,53.15,59248899,TWTR
52,2021-10-29,53.54,123999116,TWTR
53,2021-10-22,62.24,66339732,TWTR
54,2021-10-15,62.77,41913516,TWTR
55,2021-10-08,63.68,63145208,TWTR
56,2021-10-01,61.98,49488499,TWTR
57,2021-09-24,67.22,61806101,TWTR
58,2021-09-17,62.47,57898072,TWTR
59,2021-09-10,61.56,34117593,TWTR
60,2021-09-03,64.66,46167052,TWTR
61,2021-08-27,63.43,34278531,TWTR
62,2021-08-20,62.52,42939486,TWTR
63,2021-08-13,64.82,39500780,TWTR
64,2021-08-06,67.37,48933183,TWTR
65,2021-07-30,69.75,94100741,TWTR
66,2021-07-23,71.69,105903054,TWTR
67,2021-07-16,66.41,69977071,TWTR
68,2021-07-09,68.97,50102950,TWTR
69,2021-07-02,69.2,48542159,TWTR
70,2021-06-25,67.93,84303004,TWTR
71,2021-06-18,60.85,51650663,TWTR
72,2021-06-11,60.5,55172955,TWTR
73,2021-06-04,59.0,56837469,TWTR
74,2021-05-28,58.0,72996228,TWTR
75,2021-05-21,54.45,91711297,TWTR
76,2021-05-14,51.73,75476169,TWTR
77,2021-05-07,53.79,170500044,TWTR
78,2021-04-30,55.22,155333594,TWTR
79,2021-04-23,67.02,73407265,TWTR
80,2021-04-16,70.12,52956235,TWTR
81,2021-04-09,71.19,87557526,TWTR
82,2021-04-01,63.83,64308583,TWTR
83,2021-03-26,61.26,92167807,TWTR
84,2021-03-19,66.23,80945899,TWTR
85,2021-03-12,68.1,96926255,TWTR
86,2021-03-05,66.95,109140455,TWTR
87,2021-02-26,77.06,169967325,TWTR
88,2021-02-19,72.28,90966384,TWTR
89,2021-02-12,71.9,192388311,TWTR
90,2021-02-05,56.78,72323588,TWTR
91,2021-01-29,50.53,102813352,TWTR
92,2021-01-22,48.06,69931463,TWTR
93,2021-01-15,45.18,162377446,TWTR
94,2021-01-08,51.48,65731858,TWTR
95,2020-12-31,54.15,23478451,TWTR
96,2020-12-24,53.97,29282077,TWTR
97,2020-12-18,55.87,89576464,TWTR
98,2020-12-11,51.44,66613420,TWTR
99,2020-12-04,47.73,42674873,TWTR
100,2020-11-27,46.59,39500296,TWTR
101,2020-11-20,44.68,66477907,TWTR
102,2020-11-13,43.48,63674520,TWTR
103,2020-11-06,43.12,152644071,TWTR
104,2020-10-30,41.36,204638950,TWTR
105,2020-10-23,50.44,83285503,TWTR
106,2020-10-16,45.81,81256949,TWTR
107,2020-10-09,45.9,65917582,TWTR
108,2020-10-02,46.12,70372744,TWTR
109,2020-09-25,43.84,144202129,TWTR
110,2020-09-18,40.15,74665936,TWTR
111,2020-09-11,38.93,47159093,TWTR
112,2020-09-04,39.87,81332998,TWTR
113,2020-08-28,41.07,66588432,TWTR
114,2020-08-21,39.26,53270547,TWTR
115,2020-08-14,37.9,84434516,TWTR
116,2020-08-07,37.14,57956730,TWTR
