,Date,CLOSE_PRICE,VOLUME,SYMBOL
0,2022-11-15,194.42,183065735,TSLA
1,2022-11-11,195.97,596889173,TSLA
2,2022-11-04,207.47,342474516,TSLA
3,2022-10-28,228.52,413072923,TSLA
4,2022-10-21,214.44,415404010,TSLA
5,2022-10-14,204.99,397406475,TSLA
6,2022-10-07,223.07,448139986,TSLA
7,2022-09-30,265.25,320014147,TSLA
8,2022-09-23,275.33,318285640,TSLA
9,2022-09-16,303.35,341416185,TSLA
10,2022-09-09,299.68,213818141,TSLA
11,2022-09-02,270.21,249374939,TSLA
12,2022-08-26,288.09,169020694,TSLA
13,2022-08-19,890.0,118385794,TSLA
14,2022-08-12,900.09,143447053,TSLA
15,2022-08-05,864.51,159380225,TSLA
16,2022-07-29,891.45,133013375,TSLA
17,2022-07-22,816.73,165932217,TSLA
18,2022-07-15,720.2,144545065,TSLA
19,2022-07-08,752.29,113472506,TSLA
20,2022-07-01,681.79,143934321,TSLA
21,2022-06-24,737.12,141431196,TSLA
22,2022-06-17,650.28,173306821,TSLA
23,2022-06-10,696.69,142601983,TSLA
24,2022-06-03,703.55,128343063,TSLA
25,2022-05-27,759.63,155144601,TSLA
26,2022-05-20,663.9,163138813,TSLA
27,2022-05-13,769.59,168299966,TSLA
28,2022-05-06,865.65,128677405,TSLA
29,2022-04-29,870.76,164154275,TSLA
30,2022-04-22,1005.05,113841457,TSLA
31,2022-04-14,985.0,79625639,TSLA
32,2022-04-08,1025.49,128187848,TSLA
33,2022-04-01,1084.59,113080628,TSLA
34,2022-03-25,1010.64,145219138,TSLA
35,2022-03-18,905.39,129644892,TSLA
36,2022-03-11,795.35,112587689,TSLA
37,2022-03-04,838.29,125740178,TSLA
38,2022-02-25,809.87,129603556,TSLA
39,2022-02-18,856.98,100126871,TSLA
40,2022-02-11,860.0,103251907,TSLA
41,2022-02-04,923.32,132282831,TSLA
42,2022-01-28,846.35,208578950,TSLA
43,2022-01-21,943.9,104996884,TSLA
44,2022-01-14,1049.61,136822673,TSLA
45,2022-01-07,1026.96,153185108,TSLA
46,2021-12-31,1056.78,91687786,TSLA
47,2021-12-23,1067.0,104781767,TSLA
48,2021-12-17,932.57,136074239,TSLA
49,2021-12-10,1017.03,99585638,TSLA
50,2021-12-03,1014.97,124636821,TSLA
51,2021-11-26,1081.92,103485337,TSLA
52,2021-11-19,1137.06,135304561,TSLA
53,2021-11-12,1033.42,182318404,TSLA
54,2021-11-05,1222.09,178974628,TSLA
55,2021-10-29,1114.0,220925116,TSLA
56,2021-10-22,909.68,109982713,TSLA
57,2021-10-15,843.03,81512174,TSLA
58,2021-10-08,785.49,99483120,TSLA
59,2021-10-01,775.22,109382331,TSLA
60,2021-09-24,774.39,89535196,TSLA
61,2021-09-17,759.49,98962617,TSLA
62,2021-09-10,736.27,68094762,TSLA
63,2021-09-03,733.57,80731775,TSLA
64,2021-08-27,711.92,73041547,TSLA
65,2021-08-20,680.26,96329308,TSLA
66,2021-08-13,717.17,72301742,TSLA
67,2021-08-06,699.1,100781351,TSLA
68,2021-07-30,687.2,133501299,TSLA
69,2021-07-23,643.38,80448226,TSLA
70,2021-07-16,644.22,105114865,TSLA
71,2021-07-09,656.95,82990274,TSLA
72,2021-07-02,678.9,103666230,TSLA
73,2021-06-25,671.87,153549954,TSLA
74,2021-06-18,623.31,107296122,TSLA
75,2021-06-11,609.89,105306562,TSLA
76,2021-06-04,599.05,95536458,TSLA
77,2021-05-28,625.22,140310958,TSLA
78,2021-05-21,580.88,165651036,TSLA
79,2021-05-14,589.74,189275731,TSLA
80,2021-05-07,672.37,129938147,TSLA
81,2021-04-30,709.44,152350715,TSLA
82,2021-04-23,729.4,170514922,TSLA
83,2021-04-16,739.78,178634338,TSLA
84,2021-04-09,677.02,141785455,TSLA
85,2021-04-01,661.75,136705010,TSLA
86,2021-03-26,618.71,176876942,TSLA
87,2021-03-19,654.87,178254604,TSLA
88,2021-03-12,693.73,249753690,TSLA
89,2021-03-05,597.95,235272714,TSLA
90,2021-02-26,675.5,217862425,TSLA
91,2021-02-19,781.3,82596163,TSLA
92,2021-02-12,816.12,116303534,TSLA
93,2021-02-05,852.23,102112291,TSLA
94,2021-01-29,793.53,153007757,TSLA
95,2021-01-22,846.64,91697493,TSLA
96,2021-01-15,826.16,208896134,TSLA
97,2021-01-08,880.02,252137795,TSLA
98,2020-12-31,705.67,146960321,TSLA
99,2020-12-24,661.77,165945448,TSLA
100,2020-12-18,695.0,417756359,TSLA
101,2020-12-11,609.99,305424055,TSLA
102,2020-12-04,599.04,221865368,TSLA
103,2020-11-27,585.76,188810315,TSLA
104,2020-11-20,489.61,261458208,TSLA
105,2020-11-13,408.5,122245822,TSLA
106,2020-11-06,429.95,145636427,TSLA
107,2020-10-30,388.04,141620023,TSLA
108,2020-10-23,420.63,174024764,TSLA
109,2020-10-16,439.67,189748425,TSLA
110,2020-10-09,434.0,206343526,TSLA
111,2020-10-02,415.09,270378010,TSLA
112,2020-09-25,407.34,447901291,TSLA
113,2020-09-18,442.15,416051578,TSLA
114,2020-09-11,372.72,340579527,TSLA
115,2020-09-04,418.32,500060538,TSLA
116,2020-08-28,2213.4,88736115,TSLA
117,2020-08-21,2049.98,90804281,TSLA
118,2020-08-14,1650.71,71049854,TSLA
119,2020-08-07,1452.71,37091084,TSLA
120,2020-07-31,1430.76,61152261,TSLA
121,2020-07-24,1417.0,90613325,TSLA
122,2020-07-17,1500.84,102433380,TSLA
123,2020-07-10,1544.65,93458418,TSLA
124,2020-07-02,1208.66,56521929,TSLA
125,2020-06-26,959.74,41796671,TSLA
126,2020-06-19,1000.9,58070741,TSLA
127,2020-06-12,935.28,76806150,TSLA
128,2020-06-05,885.66,53299992,TSLA
129,2020-05-29,835.0,38727529,TSLA
130,2020-05-22,816.88,50813894,TSLA
131,2020-05-15,799.17,75692613,TSLA
132,2020-05-08,819.42,75009750,TSLA
133,2020-05-01,701.32,113123049,TSLA
134,2020-04-24,725.15,75654810,TSLA
135,2020-04-17,753.89,110415032,TSLA
136,2020-04-09,573.0,59127644,TSLA
137,2020-04-03,480.01,85543235,TSLA
138,2020-03-27,514.36,92371954,TSLA
139,2020-03-20,427.53,126590011,TSLA
140,2020-03-13,546.62,87631076,TSLA
141,2020-03-06,703.48,84543546,TSLA
142,2020-02-28,667.99,95477818,TSLA
143,2020-02-21,901.0,74095666,TSLA
144,2020-02-14,800.03,90392165,TSLA
145,2020-02-07,748.07,213540363,TSLA
146,2020-01-31,650.57,88338175,TSLA
147,2020-01-24,564.82,82820940,TSLA
148,2020-01-17,510.5,108103392,TSLA
149,2020-01-10,478.15,101006048,TSLA
150,2020-01-03,443.01,50246804,TSLA
151,2019-12-27,430.38,41992657,TSLA
152,2019-12-20,405.59,73766620,TSLA
153,2019-12-13,358.39,39149822,TSLA
154,2019-12-06,335.89,29587630,TSLA
155,2019-11-29,329.94,28331092,TSLA
156,2019-11-22,333.04,41859203,TSLA
157,2019-11-15,352.17,37105201,TSLA
158,2019-11-08,337.14,44212958,TSLA
159,2019-11-01,313.31,52514801,TSLA
160,2019-10-25,328.13,80686938,TSLA
161,2019-10-18,256.95,33910553,TSLA
162,2019-10-11,247.89,38525904,TSLA
163,2019-10-04,231.43,41557942,TSLA
164,2019-09-27,242.13,49978992,TSLA
165,2019-09-20,240.62,24292507,TSLA
166,2019-09-13,245.2,33623515,TSLA
167,2019-09-06,227.45,22721936,TSLA
168,2019-08-30,225.61,28209102,TSLA
169,2019-08-23,211.4,32406687,TSLA
170,2019-08-16,219.94,32534854,TSLA
171,2019-08-09,235.01,26541572,TSLA
172,2019-08-02,234.34,40956550,TSLA
173,2019-07-26,228.04,55388178,TSLA
174,2019-07-19,258.18,40726701,TSLA
175,2019-07-12,245.08,37932064,TSLA
176,2019-07-05,233.1,38763877,TSLA
177,2019-06-28,223.46,33631144,TSLA
